"sex","individual_treatment","nest_treatment","age","stress_series_type","bleed1_final_cort","avgC_capture_day"
"Male","Predator_Dull","Pred_Dul",12,"B_S_D",9.53,20.3174603174603
"Female","Light_Control","Light_Control",12,"B_S_D",5.1,20.3174603174603
"Male","Predator_Dull","Pred_Dul",12,"B_S_D",0.63,17.1428571428571
"Female","Predator_Dull","Pred_Dul",12,"B_S_D",3.01,17.1428571428571
"Male","Predator_Dull","Pred_Dul",12,"B_S_D",4.37,17.1428571428571
"Male","Predator_Control","Pred_Con",12,"B_S_D",9.48,17.1428571428571
"Female","Predator_Control","Pred_Con",12,"B_S_D",15.94,17.1428571428571
"Male","Predator_Control","Pred_Con",12,"B_S_D",0.48,17.1428571428571
"Male","Predator_Control","Pred_Con",12,"B_S_D",3.76,17.1428571428571
"Male","Predator_Control","Pred_Con",12,"B_S_D",6.11,17.1428571428571
"Male","Predator_Control","Pred_Con",12,"B_S_D",1.4,16.984126984127
"Male","Predator_Control","Pred_Con",12,"B_S_D",7.09,16.984126984127
"Male","Predator_Control","Pred_Con",12,"B_S_D",0.48,16.984126984127
"Male","Predator_Control","Cont_Con",12,"B_S_D",0.48,16.984126984127
"Male","Predator_Control","Cont_Con",12,"B_S_D",1.24,16.984126984127
"Male","Predator_Control","Cont_Con",12,"B_S_D",4.71,16.984126984127
"Female","Predator_Control","Cont_Con",12,"B_S_D",15.09,16.984126984127
"Male","Predator_Control","Cont_Con",12,"B_S_D",12.75,16.984126984127
"Female","Predator_Control","Cont_Con",12,"B_S_D",8.08,16.984126984127
"Female","Control_Dull","Cont_Dul",12,"B_S_D",1.17,16.984126984127
"Male","Control_Dull","Cont_Dul",12,"B_S_D",1.33,16.984126984127
"Female","Control_Dull","Cont_Dul",12,"B_S_D",3.5,16.984126984127
"Female","Control_Dull","Cont_Dul",12,"B_S_D",0.48,16.984126984127
"Male","Control_Dull","Cont_Dul",12,"B_S_D",3.44,16.984126984127
"Female","Predator_Control","Pred_Con",12,"B_S_D",1.24,16.984126984127
"Male","Predator_Control","Pred_Con",12,"B_S_D",1.82,16.984126984127
"Male","Predator_Control","Pred_Con",12,"B_S_D",3.83,16.984126984127
"Female","Predator_Control","Pred_Con",12,"B_S_D",10.99,16.984126984127
"Female","Predator_Control","Pred_Con",12,"B_S_D",2.19,16.984126984127
"Male","Predator_Control","Pred_Con",12,"B_S_D",2.55,16.984126984127
"Female","Control_Control","Cont_Dul",12,"B_S_D",1.17,16.984126984127
"Female","Control_Control","Cont_Dul",12,"B_S_D",7,16.984126984127
"Female","Control_Control","Cont_Dul",12,"B_S_D",3.28,16.984126984127
"Male","Control_Control","Cont_Dul",12,"B_S_D",10.3,16.984126984127
"Male","Control_Control","Cont_Con",12,"B_S_D",1.13,16.984126984127
"Male","Control_Control","Cont_Con",12,"B_S_D",2.85,16.984126984127
"Female","Control_Control","Cont_Con",12,"B_S_D",3.35,16.984126984127
"Male","Control_Control","Cont_Con",12,"B_S_D",3.37,16.984126984127
"Male","Control_Dull","Cont_Dul",12,"B_S_D",3.56,20.7936507936508
"Female","Control_Dull","Cont_Dul",12,"B_S_D",1.06,20.7936507936508
"Male","Control_Dull","Cont_Dul",12,"B_S_D",2.48,20.7936507936508
"Male","Control_Dull","Cont_Dul",12,"B_S_D",1.79,20.7936507936508
"Female","Predator_Control","Pred_Con",12,"B_S_D",0.54,23.015873015873
"Male","Predator_Control","Pred_Con",12,"B_S_D",3.2,23.015873015873
"Female","Predator_Control","Pred_Con",12,"B_S_D",1.73,23.015873015873
"Male","Predator_Control","Pred_Con",12,"B_S_D",0.78,23.015873015873
"Male","Predator_Control","Pred_Con",12,"B_S_D",0.48,23.015873015873
"Male","Predator_Dull","Pred_Dul",12,"B_S_D",2.14,23.2539682539683
"Female","Predator_Dull","Pred_Dul",12,"B_S_D",1.59,23.2539682539683
"Female","Predator_Dull","Pred_Dul",12,"B_S_D",0.48,23.2539682539683
"Male","","",12,"B_S_D",1.97,18.8888888888889
"Female","","",12,"B_S_D",1.25,18.8888888888889
"Female","","",12,"B_S_D",1.05,18.8888888888889
"Male","","",12,"B_S_D",1.76,18.8888888888889
"Male","","",12,"B_S_D",5.27,25.7936507936508
"Male","","",12,"B_S_D",0.87,25.7936507936508
"Male","","",12,"B_S_D",1.78,25.7936507936508
"Male","","",12,"B_S_D",3.38,25.7936507936508
"Female","","",12,"B_S_D",1.08,26.1904761904762
"Female","","",12,"B_S_D",3.24,26.1904761904762
"Female","","",12,"B_S_D",5.07,26.1904761904762
"Male","","",12,"B_S_D",2.16,26.1904761904762
"Male","","",12,"B_S_D",4.86,26.1904761904762
"Female","","",12,"B_S_D",0.48,26.1904761904762
"Male","","",12,"B_S_D",0.48,26.1904761904762
"Male","","",12,"B_S_D",0.63,26.1904761904762
"Male","","",12,"B_S_D",7.77,26.1904761904762
"Female","","",12,"B_S_D",2.95,26.1904761904762
"Female","","",12,"B_S_D",0.48,19.6031746031746
"Male","","",12,"B_S_D",0.48,19.6031746031746
"Female","","",12,"B_S_D",1.21,19.6031746031746
"Male","Predator_Dull","Pred_Dul",12,"B_S_D",NA,13.7301587301587
"Female","Predator_Control","Pred_Con",12,"B_S_D",3.31,18.968253968254
"Female","Control_Control","Cont_Con",12,"B_S_D",12.36,17.5396825396825
"Female","Predator_Dull","Pred_Dul",12,"B_S_D",46.02,17.5396825396825
"Male","Predator_Dull","Pred_Dul",12,"B_S_D",14.09,17.5396825396825
"Female","oral_control","",12,"B_S_D",1.92,18.3333333333333
"Male","transdermal_antibiotic","",12,"B_S_D",1.53,20.952380952381
